ts,symbol,side,qty,price,pnl
2025-07-02T02:59:03.133060,BTCUSDT,short,0.002,105871.5,0.0
2025-07-02T03:08:01.240165,BTCUSDT,buy,0.002,105919.9,0.0
2025-07-02T03:08:01.241636,BTCUSDT,close,0.002,105919.9,0.09679999999998835
2025-07-02T03:08:02.350125,BTCUSDT,sell,0.005,105919.8,0.0
2025-07-02T03:08:02.350631,BTCUSDT,short,0.005,105919.9,0.0
2025-07-02T03:10:01.593415,BTCUSDT,buy,0.005,105950.0,0.0
2025-07-02T03:10:01.594416,BTCUSDT,close,0.005,105950.0,0.1505000000000291
2025-07-02T03:10:03.221391,BTCUSDT,sell,0.004,105949.8,0.0
2025-07-02T03:10:03.222452,BTCUSDT,short,0.004,105950.0,0.0
2025-07-02T03:13:01.367262,BTCUSDT,buy,0.004,106000.0,0.0
2025-07-02T03:13:01.368273,BTCUSDT,close,0.004,106000.0,0.2
2025-07-02T03:13:02.471550,BTCUSDT,sell,0.004,105997.7,0.0
2025-07-02T03:13:02.472554,BTCUSDT,short,0.004,106000.0,0.0
